survey_response_id,employee_scd_id,year,recommendation_rating,comment,has_comment
1085,202301656,2023,7,Management practices feel inconsistent and feedback is often too late to be useful.,True
1086,202301186,2023,8,,False
1087,202300184,2023,7,Pay progression feels slow compared with responsibilities and performance expectations.,True
1088,202300586,2023,6,I would like more visibility from leadership and less pressure driven by short-term targets. Compensation has not kept pace with inflation and market benchmarks.,True
1089,202301739,2023,7,Recent uncertainty in priorities makes the long-term direction feel less clear.,True
1090,202301524,2023,7,Team spirit is strong and the atmosphere is friendly and supportive. Compensation has not kept pace with inflation and market benchmarks.,True
1091,202300245,2023,8,"Recognition and coaching are consistent, which helps me grow and perform. The strategy is clearer and leadership communicates priorities more consistently.",True
1092,202301414,2023,7,Team spirit is strong and the atmosphere is friendly and supportive.,True
1093,202301447,2023,7,I would like more regular coaching and clearer expectations from leadership.,True
1094,202300809,2023,8,Work conditions are good overall and hybrid work is handled pragmatically. Supportive leadership and clear feedback make it easy to do great work.,True
1095,202301155,2023,6,I would like more regular coaching and clearer expectations from leadership.,True
1096,202300988,2023,7,Pay progression feels slow compared with responsibilities and performance expectations. Training is available but time to actually use it is limited during peak delivery.,True
1097,202300427,2023,7,Team spirit is strong and the atmosphere is friendly and supportive.,True
1098,202300168,2023,6,Management practices feel inconsistent and feedback is often too late to be useful.,True
1099,202300211,2023,6,Management practices feel inconsistent and feedback is often too late to be useful. Recent uncertainty in priorities makes the long-term direction feel less clear.,True
1100,202301379,2023,9,"Compensation feels competitive for the market and responsibilities. Overall, I would recommend Skapa without hesitation.",True
1101,202301793,2023,8,"I feel aligned with the values, especially inclusion, sustainability and fairness. I see real chances to progress based on merit and impact.",True
1102,202300991,2023,8,,False
1103,202300931,2023,8,,False
1104,202300869,2023,7,Decision-making can feel top-down and recognition for effort is not always there.,True
1105,202300552,2023,6,,False
1106,202301099,2023,8,Compensation feels competitive for the market and responsibilities.,True
1107,202300400,2023,9,"The company feels stable and well-positioned in the market, with strong client demand. The strategy is clearer and leadership communicates priorities more consistently. I feel proud to be part of the company.",True
1108,202300469,2023,10,"Onboarding and integration were smooth, and the team culture is welcoming. Overall, I would recommend Skapa without hesitation.",True
1109,202301588,2023,7,Decision-making can feel top-down and recognition for effort is not always there.,True
1110,202301049,2023,9,"Innovation and a forward-looking strategy make the business feel resilient. Compensation feels competitive for the market and responsibilities. Overall, I would recommend Skapa without hesitation.",True
1111,202300821,2023,10,,False
1112,202300406,2023,10,"I appreciate the trust and autonomy; the management style feels genuinely empowering. Overall, I would recommend Skapa without hesitation.",True
1113,202301048,2023,8,,False
1114,202300263,2023,10,"Onboarding and integration were smooth, and the team culture is welcoming. I feel proud to be part of the company.",True
1115,202301251,2023,8,Team spirit is strong and the atmosphere is friendly and supportive.,True
1116,202300110,2023,9,"I can maintain a healthy balance most of the time and flexibility helps. Tools and logistics support delivery well, and the hybrid setup works smoothly. I feel proud to be part of the company.",True
1117,202301056,2023,7,Recent uncertainty in priorities makes the long-term direction feel less clear. I would like more regular coaching and clearer expectations from leadership.,True
1118,202301230,2023,7,Compensation has not kept pace with inflation and market benchmarks.,True
1119,202300628,2023,7,,False
1120,202300364,2023,6,Sustained pressure can lead to fatigue and I’ve seen early signs of burnout risk.,True
1121,202301622,2023,10,"Recognition and coaching are consistent, which helps me grow and perform. Overall, I would recommend Skapa without hesitation.",True
1122,202300417,2023,6,Management practices feel inconsistent and feedback is often too late to be useful. Compensation has not kept pace with inflation and market benchmarks.,True
1123,202301223,2023,8,Supportive leadership and clear feedback make it easy to do great work.,True
1124,202300810,2023,6,"Career progression can feel unclear, especially around the criteria for promotion.",True
1125,202301232,2023,9,"I appreciate the trust and autonomy; the management style feels genuinely empowering. Compensation feels competitive for the market and responsibilities. Overall, I would recommend Skapa without hesitation.",True
1126,202300614,2023,7,I would like more regular coaching and clearer expectations from leadership.,True
1127,202300950,2023,7,Sustained pressure can lead to fatigue and I’ve seen early signs of burnout risk.,True
